ordem_prioridade,lote_leitura,id_unico,doi,titulo,ano,eixo_tematico_preliminar,metodo_mcdm_especifico,tecnologia_especifica,necessita_leitura_completa
1198,12,REG_07356,10.1007/978-981-19-9822-5_70,The Greening of Foam Insulating Materials Considering Their Life Cycle and Effective Thermal Properties,2023,gestao_predial_sustentabilidade_geral,,,sim
1199,12,REG_07218,10.3233/ajw230049,The Guidelines of Green Building Operation in Thailand Construction Industry,2023,gestao_predial_sustentabilidade_geral,,,sim
1200,12,REG_06728,NA,From Data Lake to Digital Twin: A Data Management Framework for BEM and BAS Interoperable Buildings,2024,gestao_predial_com_tecnologia_aplicada,,Digital Twin; Data-driven,sim
1201,13,REG_07130,10.1061/jswbay.sweng-476,Improving the Predeveloped Local Ecology: Maximizing Condensate Collection through Strategic Building Operation,2023,gestao_predial_contexto_publico_universitario,,,sim
1202,13,REG_07305,10.1088/1755-1315/1176/1/012042,The Role of Sustainable Project Management in Facilities Management,2023,gestao_predial_sustentabilidade_geral,,,sim
1203,13,REG_06298,10.1108/ecam-06-2022-0596,Digital twin application in heritage facilities management: systematic literature review and future development directions,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM; Digital Twin,sim
1204,13,REG_06546,10.1007/978-3-031-46238-2_8,Generative AI Use in the Construction Industry,2024,gestao_predial_com_tecnologia_aplicada,,BIM; IoT,sim
1205,13,REG_07060,10.3390/pr11071989,The Sustainability Study and Exploration in the Building Commercial Complex System Based on Life Cycle Assessment (LCA)–Emergy–Carbon Emission Analysis,2023,gestao_predial_sustentabilidade_geral,,,sim
1206,13,REG_07029,10.1007/s10098-023-02531-1,The economics of clean coal power generation with carbon capture and storage technology in China,2023,gestao_predial_sustentabilidade_geral,,,sim
1207,13,REG_06859,10.1109/ictbig64922.2024.10911546,Energy Simulation and Analysis on Residential Buildings using BIM Tools,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM,sim
1208,13,REG_06202,10.1016/j.aei.2024.102868,Graph Neural Networks for building and civil infrastructure operation and maintenance enhancement,2024,gestao_predial_com_tecnologia_aplicada,,BIM; Digital Twin; IoT,sim
1209,13,REG_07186,10.1063/5.0132011,The study of building inspection reliability and life cycle cost analysis in Universitas Sebelas Maret Surakarta,2023,gestao_predial_sustentabilidade_geral,,,sim
1210,13,REG_07432,10.1088/1755-1315/1176/1/012038,Addressing sustainability: Setting and governing sustainability goals and targets,2023,gestao_predial_biossistemica_conceitual,,,sim
1211,13,REG_09176,10.33948/jap-ksu-35-2-1,"Top Trends and Challenges of Smart Technologies to Enhance the Operation Management of Office Buildings and the Reality of its Practice in Riyadh City, KSA",2023,gestao_predial_sustentabilidade_geral,,,sim
1212,13,REG_06783,NA,IDEA of a digital twin for water power plants - D-HYDROFLEX project,2024,gestao_predial_com_tecnologia_aplicada,,Digital Twin,sim
1213,13,REG_07397,10.1007/978-3-031-40993-6_6,Towards Optimising the Life Cycle Costs of High-Rise Residential Apartments: A Case of Sri Lanka,2023,gestao_predial_sustentabilidade_geral,,,sim
1214,13,REG_06327,NA,Enhancing Campus Sustainability: A LEED-Based Case Study,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1215,13,REG_07684,10.1016/j.scs.2023.104533,"Intelligent operation, maintenance, and control system for public building: Towards infection risk mitigation and energy efficiency",2023,gestao_predial_contexto_publico_universitario,,,sim
1216,13,REG_07525,NA,USING TRACER GAS FOR PRESSURE PIPE CONDITION ASSESSMENT ON SMALLER RETICULATION TO LARGE BULK PIPELINES,2023,gestao_predial_sustentabilidade_geral,,,sim
1217,13,REG_06314,10.21608/auej.2024.282859.1647,IMPROVING SUSTAINABILITY IN CONSTRUCTION PHASES THROUGH BIM: DEVELOPING A METHODOLOGICAL FRAMEWORK USING SWOT ANALYSIS,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1218,13,REG_07396,10.1080/09613218.2023.2167698,Understanding the influencing factors of heritage building maintenance management: findings from developed and developing regions,2023,gestao_predial_sustentabilidade_geral,,,sim
1219,13,REG_06551,NA,Evaluating the Level of Virtual Reality Applications for Facilities Management in the Construction Industry,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1220,13,REG_07310,10.30880/ijscet.2023.14.03.013,Unveiling the Impact of Sustainable Interior Design Criteria on Hotel’s Operational Performance Effectiveness and User’s Hedonic Consumption,2023,gestao_predial_sustentabilidade_geral,,,sim
1221,13,REG_06712,NA,INTEGRATING BIM INTO BUILT ASSET MANAGEMENT: A PATHWAY TO ACHIEVE SOCIAL SUSTAINABILITY,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1222,13,REG_07433,10.1088/1755-1315/1176/1/012040,Urban FM and POPS - Implications for UN's SDG 11 Sustainable Cities and Communities,2023,gestao_predial_sustentabilidade_geral,,,sim
1223,13,REG_06910,10.3390/su152316257,Urban Facility Management Improving Livability through Smart Public Spaces in Smart Sustainable Cities,2023,gestao_predial_sustentabilidade_geral,,,sim
1224,13,REG_06354,10.3390/su16124881,Exploring Passenger Satisfaction in Multimodal Railway Hubs: A Social Media-Based Analysis of Travel Behavior in China’s Major Rail Stations,2024,gestao_predial_com_decisao_multicriterio,ANP,,sim
1225,13,REG_06654,10.4324/9781003469513-20,INTEGRATING INFORMATION MODELLING SIMULATION FOR SMART OPERATION AND MANAGEMENT IN HOSPITALS,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1226,13,REG_07003,10.1016/j.oneear.2023.08.005,“OCTOPUS” principle reduces wastewater management costs through network optimization and clustering,2023,gestao_predial_sustentabilidade_geral,,,sim
1227,13,REG_02821,NA,"12th International Conference on Construction in the 21st Century, CITC 2022",2022,gestao_predial_sustentabilidade_geral,,,sim
1228,13,REG_07301,NA,Mapping Knowledge Needs of Hospital Estates and Facilities Management Teams: Insights from a Delphi Study,2023,gestao_predial_contexto_publico_universitario,,,sim
1229,13,REG_06541,10.36680/j.itcon.2024.049,FROM BIM TO DIGITAL TWIN. IOT DATA INTEGRATION IN ASSET MANAGEMENT PLATFORM,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM; Digital Twin; IoT; Data-driven,sim
1230,13,REG_06242,10.1016/j.enbuild.2024.114486,Impact of uncertainty in building operation patterns and electric energy demand on the design and techno-economic performance of solar photovoltaic systems in different climates,2024,gestao_predial_com_tecnologia_aplicada,,Data-driven,sim
1231,13,REG_02809,10.54941/ahfe1002338,A Comparison of Physical Environmental Design/Assessment Methods in Elderly Care Facilities Between UK and China,2022,gestao_predial_sustentabilidade_geral,,,sim
1232,13,REG_07494,10.2749/newdelhi.2023.0068,Approach to Sustainability in Built Environment,2023,gestao_predial_biossistemica_conceitual,,,sim
1233,13,REG_02861,10.31705/wcs.2022.1,A DEEP LEARNING-BASED BUILDING DEFECTS DETECTION TOOL FOR SUSTAINABILITY MONITORING,2022,gestao_predial_sustentabilidade_geral,,,sim
1234,13,REG_06453,10.1016/j.ref.2023.100530,Implementing a Digital Twin-based fault detection and diagnosis approach for optimal operation and maintenance of urban distributed solar photovoltaics,2024,gestao_predial_com_tecnologia_aplicada,,Digital Twin; IoT; Data-driven,sim
1235,13,REG_06542,10.1080/21693277.2024.2387679,From building information modeling to construction digital twin: a conceptual framework,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),BIM; Digital Twin,sim
1236,13,REG_02707,10.3303/cet2297074,A Review of Joint Management Body and Life Cycle Cost Analysis for Green Building Project Facilities Management,2022,gestao_predial_sustentabilidade_geral,,,sim
1237,13,REG_02553,10.1108/f-02-2022-0025,A facilities management approach to rationalising occupants’ energy behaviours,2022,gestao_predial_sustentabilidade_geral,,,sim
1238,13,REG_06413,10.1016/j.dibe.2024.100436,Implementing digital innovations: Overcoming organizational challenges,2024,gestao_predial_com_tecnologia_aplicada,,outra tecnologia: smart building,sim
1239,13,REG_02631,10.1051/e3sconf/202234702013,A review on client’s perspective on selection of green building concept in construction industry,2022,gestao_predial_sustentabilidade_geral,,,sim
1240,13,REG_06721,10.2118/222768-ms,"Fueling Sustainability: End-To-End Digital Oil Field Integrating Production Growth, GHG and Economic Management",2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1241,13,REG_02836,10.1080/17445302.2021.1998852,A study on structural CAD data conversion between AVEVA MARINE® and Intergraph Smart 3D®,2022,gestao_predial_sustentabilidade_geral,,,sim
1242,13,REG_07462,10.1117/12.2674679,Operation and maintenance interactive system base on artificial intelligence and big data information system,2023,gestao_predial_contexto_publico_universitario,,,sim
1243,13,REG_06233,10.24191/bej.v21isi.1576,Improving Facilities Maintenance Management Practices for Government Quarters Apartment in Putrajaya,2024,gestao_predial_com_tecnologia_aplicada,,outra tecnologia: predictive maintenance,sim
1244,13,REG_02535,10.3389/fpsyg.2022.920625,A sustainable artificial intelligence facilities management outsourcing relationships system: Case studies,2022,gestao_predial_sustentabilidade_geral,,,sim
1245,13,REG_06503,10.21512/commit.v18i2.9797,Fuzzy-Based Decision Support Model for Assessing Green Building Performance,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1246,13,REG_02910,NA,ASHRAE Standard 100 Energy Targets Using Local Benchmarking Data,2022,gestao_predial_sustentabilidade_geral,,,sim
1247,13,REG_06521,10.1061/jcemd4.coeng-13563,Improving Sustainable Management of University Buildings Based on Occupancy Data,2024,gestao_predial_com_tecnologia_aplicada,,Data-driven,sim
1248,13,REG_02645,10.1088/1742-6596/2218/1/012029,Accurate Measurement of DC Electric Energy in Power Plant,2022,gestao_predial_sustentabilidade_geral,,,sim
1249,13,REG_02961,10.1109/ic_aset53395.2022.9765869,Actor-Critic based Adaptive Control Strategy for Effective Energy Management,2022,gestao_predial_sustentabilidade_geral,,,sim
1250,13,REG_06301,10.1051/e3sconf/202455001008,Information model of the building and its application in selected phases of the life cycle,2024,gestao_predial_com_tecnologia_aplicada,,BIM; Digital Twin,sim
1251,13,REG_07966,10.1049/icp.2024.2677,GENERAL PURPOSE CONDITION ASSESSMENT METHOD THAT CAN BE AUTOMATICALLY OPTIMISED FOR SPECIFIC OBJECTIVES,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1252,13,REG_02485,10.3389/fenvs.2022.894811,An assessment of improving the sustainable agro-touristic offer in an emerging country using the integrative approach based on fuzzy logic,2022,gestao_predial_sustentabilidade_geral,,,sim
1253,13,REG_07369,10.4324/9781032660547-68,CPG Corporation becoming one of Asia’s leading engineering and development firms,2023,gestao_predial_biossistemica_conceitual,,,sim
1254,13,REG_02602,10.1371/journal.pwat.0000021,"Analysis of management systems for sustainability of infection prevention and control, and water sanitation and hygiene in healthcare facilities in the Greater Kampala Area, Uganda",2022,gestao_predial_sustentabilidade_geral,,,sim
1255,13,REG_06469,10.1016/j.istruc.2023.105831,Integrating Building Information Modeling (BIM) for optimal lifecycle management of complex structures,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1256,13,REG_07523,10.3390/asec2023-16353,Planning of Solar Steam Cooking System at SMVDU †,2023,gestao_predial_contexto_publico_universitario,,,sim
1257,13,REG_06618,10.1007/978-981-97-0865-9_39,Green and Low Carbon Assessment for Substation Based on Fuzzy Comprehensive Evaluation Model,2024,gestao_predial_com_decisao_multicriterio,AHP,,sim
1258,13,REG_02924,10.52202/067798-0127,Assessment of The Effectiveness of Comprehensive Urban Water Environment Management in Yueyang,2022,gestao_predial_sustentabilidade_geral,,,sim
1259,13,REG_02568,10.3390/buildings12070994,Assessment of the Perception of Sustainability for Occupants of Residential Buildings: A Case Study in the UAE,2022,gestao_predial_sustentabilidade_geral,,,sim
1260,13,REG_06656,10.1007/978-981-97-8483-7_9,Integrating Digital Twins in Urban Sustainability: A Framework for University Campus Applications,2024,gestao_predial_com_tecnologia_aplicada,,Digital Twin; IoT,sim
1261,13,REG_02448,10.1016/j.apenergy.2022.119989,Beyond Energy Efficiency: A clustering approach to embed demand flexibility into building energy benchmarking,2022,gestao_predial_sustentabilidade_geral,,,sim
1262,13,REG_06597,10.1007/978-981-97-3741-3_33,Harnessing Solar Energy: A Green Technology Approach in Sports Facility Management,2024,gestao_predial_com_decisao_multicriterio,MCDM/MCDA generico (sem metodo nomeado no titulo+resumo),,sim
1263,13,REG_08015,10.1080/13467581.2021.1902333,CIB - UTILITY BASED SYSTEMS FRAMEWORK FOR EXISTING RESIDENTIAL BUILDING,2022,gestao_predial_sustentabilidade_geral,,,sim
1264,13,REG_06588,10.1080/10095020.2022.2054732,Integration of 3DGIS and BIM and its application in visual detection of concealed facilities,2024,gestao_predial_com_tecnologia_aplicada,,BIM,sim
1265,13,REG_02790,10.1109/ichve53725.2022.9961748,Carbon Footprint of Power Transformer by Life Cycle Assessment,2022,gestao_predial_sustentabilidade_geral,,,sim
1266,13,REG_06273,10.1063/5.0231895,Implementation of Value-based Decision on the Selection of Electrical System in a Superblock Property,2024,gestao_predial_com_decisao_multicriterio,AHP,,sim
1267,13,REG_02692,10.3390/buildings12020163,Challenges and Future Development Paths of Low Carbon Building Design: A Review,2022,gestao_predial_sustentabilidade_geral,,,sim
1268,13,REG_06198,10.1680/9781835498187,Intelligent Buildings and Infrastructure with Sustainable and Social Values: Third edition,2024,gestao_predial_com_tecnologia_aplicada,,outra tecnologia: intelligent building,sim
1269,13,REG_07220,10.22712/susb.20230004,Post occupancy evaluation for green school building,2023,gestao_predial_contexto_publico_universitario,,,sim
